,tree_id,tree_dbh,health,steward,postcode,borough,cncldist,nta_name,nta,latitude,longitude
3472,190132,19,Good,,10312,Staten Island,51,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,40.53737316,-74.16585097
3567,196633,18,Good,,11415,Queens,29,Kew Gardens,QN60,40.71269499,-73.82671111
3568,196490,31,Good,,11229,Brooklyn,46,Madison,BK44,40.60417302,-73.9362998
3569,209912,20,Good,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.80913778,-73.9630763
3570,192664,7,Good,,10002,Manhattan,1,Chinatown,MN27,40.71805912,-73.9909675
3571,200634,19,Good,,11357,Queens,19,Whitestone,QN49,40.79333294,-73.81862193
3572,188277,3,Fair,3or4,11692,Queens,31,Hammels-Arverne-Edgemere,QN12,40.58837845,-73.79892863
3640,186818,24,Good,,11370,Queens,22,Steinway,QN72,40.77081065,-73.89067211
3641,208392,15,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.7808952,-73.97607191
3642,176457,17,Good,1or2,11201,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.68725016,-73.99797743
3643,200722,24,Good,,11106,Queens,22,Astoria,QN70,40.76275482,-73.93007424
3644,183377,20,Good,,11201,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.68873294,-73.99698547
3766,208626,13,Good,,11205,Brooklyn,35,Clinton Hill,BK69,40.6901424,-73.9625409
3767,196112,21,Good,1or2,11204,Brooklyn,44,Bensonhurst East,BK29,40.61338609,-73.97614576
3768,156150,11,Fair,,11226,Brooklyn,40,Flatbush,BK42,40.64163379,-73.95689127
3797,186218,16,Good,,10457,Bronx,15,Mount Hope,BX41,40.85320856,-73.89769242
3798,189026,12,Good,,11354,Queens,19,Murray Hill,QN51,40.77443344,-73.81538065
3801,196363,12,Good,,10314,Staten Island,50,New Springville-Bloomfield-Travis,SI05,40.60247147,-74.17035051
3803,194556,3,Good,1or2,10128,Manhattan,4,Upper East Side-Carnegie Hill,MN40,40.78365573,-73.95765716
3804,206523,13,Fair,,11103,Queens,26,Astoria,QN70,40.75842243,-73.91933485
3805,210817,20,Good,,11413,Queens,31,Springfield Gardens South-Brookville,QN03,40.6646154,-73.74532823
3806,198499,14,Fair,,11355,Queens,20,Flushing,QN22,40.75348935,-73.82760949
3807,210632,28,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.57105038,-74.09620759
3808,198482,26,Fair,,11354,Queens,20,Flushing,QN22,40.76987233,-73.8286902
3809,209832,17,Good,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.81019253,-73.96234526
3868,189517,2,Good,,11105,Queens,22,Steinway,QN72,40.7830844,-73.91181865
3918,193418,6,Good,,11372,Queens,25,Jackson Heights,QN28,40.74845536,-73.88685487
3920,189260,11,Good,1or2,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67238081,-73.97594989
3921,194557,4,Good,1or2,10128,Manhattan,4,Upper East Side-Carnegie Hill,MN40,40.78370311,-73.95776959
3922,206521,3,Fair,1or2,11103,Queens,26,Astoria,QN70,40.75812881,-73.91957379
3923,206522,10,Good,1or2,11103,Queens,26,Astoria,QN70,40.7582259,-73.91949478
3924,199838,21,Good,,11357,Queens,19,Whitestone,QN49,40.79065639,-73.80195705
3925,209129,6,Good,,11105,Queens,22,Steinway,QN72,40.77776281,-73.9221425
3926,211351,18,Good,,11238,Brooklyn,35,Clinton Hill,BK69,40.68417197,-73.96598192
3927,210633,28,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.57113421,-74.09636263
3929,208643,3,Good,,10019,Manhattan,3,Clinton,MN15,40.76307475,-73.98813033
3930,209529,15,Fair,,10305,Staten Island,50,Grasmere-Arrochar-Ft. Wadsworth,SI14,40.59659273,-74.07642206
3991,179989,16,Good,,11225,Brooklyn,40,Prospect Lefferts Gardens-Wingate,BK60,40.6567771,-73.96002705
3992,189520,2,Fair,,11105,Queens,22,Steinway,QN72,40.78326315,-73.91159962
3993,210594,22,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.57189441,-74.09776451
3994,186219,20,Poor,,10457,Bronx,15,Mount Hope,BX41,40.85326263,-73.89765781
3995,211112,17,Fair,,11105,Queens,22,Steinway,QN72,40.77473187,-73.91433492
3996,189519,3,Good,,11105,Queens,22,Steinway,QN72,40.78321897,-73.91165376
3998,194561,8,Fair,1or2,10128,Manhattan,4,Upper East Side-Carnegie Hill,MN40,40.78388438,-73.95819972
3999,208165,8,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78300941,-73.9738411
4000,190131,15,Good,,10312,Staten Island,51,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,40.53734907,-74.16593365
4001,189027,14,Good,3or4,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67130811,-73.97467859
4013,198509,26,Good,,10025,Manhattan,7,Morningside Heights,MN09,40.80259812,-73.96278614
4015,196486,25,Good,,11229,Brooklyn,46,Madison,BK44,40.60391111,-73.93600789
4078,209833,16,Good,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.81015301,-73.96233482
4079,212287,7,Poor,,10032,Manhattan,7,Washington Heights South,MN36,40.83311894,-73.94556479
4080,212387,18,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83235716,-73.94612134
4156,179474,11,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66838083,-73.98104006
4158,182748,2,Good,,11217,Brooklyn,39,Park Slope-Gowanus,BK37,40.67884639,-73.97871414
4159,192293,10,Good,,11209,Brooklyn,43,Bay Ridge,BK31,40.62114007,-74.03779787
4160,195199,19,Good,,10308,Staten Island,51,Great Kills,SI54,40.55713606,-74.16255902
4161,196120,17,Good,,11204,Brooklyn,44,Bensonhurst East,BK29,40.61386667,-73.97693922
4162,200781,21,Good,,11231,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.68451231,-73.99782971
4163,186794,11,Good,,10458,Bronx,15,Belmont,BX06,40.85523132,-73.88710592
4165,209005,33,Fair,,11102,Queens,22,Steinway,QN72,40.77295573,-73.91761251
4195,189681,34,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66863537,-73.97671262
4196,160783,11,Fair,,10009,Manhattan,2,East Village,MN22,40.72897625,-73.97924634
4197,190467,2,Good,,11372,Queens,25,Jackson Heights,QN28,40.74722169,-73.88954452
4198,195629,2,Good,1or2,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.8434363,-73.83421186
4199,193514,10,Good,,11104,Queens,26,Hunters Point-Sunnyside-West Maspeth,QN31,40.74655414,-73.91739353
4200,202131,3,Good,,10128,Manhattan,5,Upper East Side-Carnegie Hill,MN40,40.78168079,-73.95297673
4201,166149,14,Good,,11412,Queens,27,St. Albans,QN08,40.69180054,-73.76312359
4203,156153,24,Fair,,11226,Brooklyn,40,Flatbush,BK42,40.64096081,-73.95623157
4204,174273,8,Good,3or4,10022,Manhattan,4,Turtle Bay-East Midtown,MN19,40.75344147,-73.96694052
4220,191736,4,Fair,,11415,Queens,29,Kew Gardens,QN60,40.71162489,-73.82827025
4261,210841,22,Good,,11413,Queens,31,Springfield Gardens South-Brookville,QN03,40.66237856,-73.74664588
4263,200513,16,Good,1or2,11375,Queens,29,Forest Hills,QN17,40.71636836,-73.85740507
4325,209820,3,Fair,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.81106551,-73.96171153
4326,205099,3,Good,1or2,11238,Brooklyn,35,Clinton Hill,BK69,40.68179815,-73.9666413
4328,196114,22,Good,1or2,11204,Brooklyn,44,Bensonhurst East,BK29,40.61353228,-73.97638712
4329,177687,4,Fair,,10312,Staten Island,51,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,40.53028444,-74.16191375
4330,185409,3,Good,1or2,10457,Bronx,15,Claremont-Bathgate,BX01,40.85412798,-73.89349682
4331,208448,30,Good,,11358,Queens,19,Murray Hill,QN51,40.76826128,-73.79730913
4332,211113,17,Good,,11105,Queens,22,Steinway,QN72,40.77465946,-73.91442336
4333,211115,2,Fair,1or2,11105,Queens,22,Steinway,QN72,40.77436601,-73.91478181
4334,206403,6,Good,,11370,Queens,22,Steinway,QN72,40.7677982,-73.89321509
4335,208171,7,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78276083,-73.97324868
4336,198781,5,Good,1or2,11372,Queens,25,Jackson Heights,QN28,40.75370229,-73.88023297
4337,209575,24,Good,,10305,Staten Island,50,Grasmere-Arrochar-Ft. Wadsworth,SI14,40.59528502,-74.07774884
4338,209309,6,Good,,11368,Queens,21,Corona,QN25,40.74607568,-73.86223686
4344,208619,11,Fair,1or2,11205,Brooklyn,35,Clinton Hill,BK69,40.68997503,-73.96397151
4345,198340,12,Good,1or2,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.74403322,-73.97987581
4346,189718,26,Good,3or4,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66959552,-73.97610462
4347,178069,20,Good,,11362,Queens,19,Douglas Manor-Douglaston-Little Neck,QN45,40.76228837,-73.73747232
4348,186223,18,Good,,10457,Bronx,15,Mount Hope,BX41,40.85348751,-73.89751387
4349,185406,3,Good,1or2,10457,Bronx,15,Claremont-Bathgate,BX01,40.85419641,-73.89369807
4350,211110,3,Fair,1or2,11105,Queens,22,Steinway,QN72,40.77497443,-73.91403862
4351,208168,13,Good,3or4,10024,Manhattan,6,Upper West Side,MN12,40.78288923,-73.97355469
4370,199043,7,Good,,10023,Manhattan,3,Lincoln Square,MN14,40.76940873,-73.98212491
4371,200345,38,Good,,11365,Queens,24,Fresh Meadows-Utopia,QN41,40.73189314,-73.78852957
4375,196722,14,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.72859373,-73.95640613
4376,180725,5,Good,,11238,Brooklyn,35,Prospect Heights,BK64,40.67986639,-73.96794523
4443,189028,7,Good,3or4,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.6713795,-73.97461912
4446,193108,11,Fair,,10025,Manhattan,7,Morningside Heights,MN09,40.80279369,-73.96545669
4469,209822,12,Good,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.81096414,-73.96178527
4471,193061,22,Good,,11229,Brooklyn,48,Madison,BK44,40.60924904,-73.94972432
4472,186224,20,Good,,10457,Bronx,15,Mount Hope,BX41,40.85354182,-73.89747911
4473,188847,20,Good,1or2,11217,Brooklyn,39,Park Slope-Gowanus,BK37,40.67436355,-73.97227852
4474,211111,26,Good,,11105,Queens,22,Steinway,QN72,40.77486139,-73.9141767
4475,196069,11,Good,,10019,Manhattan,3,Clinton,MN15,40.76194811,-73.98905329
4476,208752,18,Good,1or2,11205,Brooklyn,35,Clinton Hill,BK69,40.69182484,-73.96635273
4477,208169,18,Good,3or4,10024,Manhattan,6,Upper West Side,MN12,40.78285713,-73.97347819
4478,190134,20,Good,,10312,Staten Island,51,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,40.53743053,-74.16565401
4483,190135,11,Good,,10312,Staten Island,51,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,40.53745364,-74.16557469
4484,209002,25,Good,,11102,Queens,22,Steinway,QN72,40.77245613,-73.91822647
4486,209038,11,Good,1or2,11232,Brooklyn,38,Sunset Park West,BK32,40.66246402,-73.99571498
4487,200512,18,Good,1or2,11375,Queens,29,Forest Hills,QN17,40.71639225,-73.85747003
4488,211727,4,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83965675,-73.94317978
4489,211729,3,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83982934,-73.94311097
4490,189703,14,Good,4orMore,11217,Brooklyn,39,Park Slope-Gowanus,BK37,40.6750164,-73.97263972
4491,187627,14,Good,,11105,Queens,22,Steinway,QN72,40.77936359,-73.91984351
4492,199678,10,Good,,10023,Manhattan,6,Upper West Side,MN12,40.78082663,-73.98137756
4493,211746,2,Fair,3or4,10032,Manhattan,7,Washington Heights South,MN36,40.83939878,-73.94173134
4792,178301,25,Good,,11421,Queens,30,Woodhaven,QN53,40.68926064,-73.86702982
4793,185042,3,Good,,10468,Bronx,14,Fordham South,BX40,40.85822199,-73.90213808
4794,175457,11,Good,1or2,10009,Manhattan,2,East Village,MN22,40.72889574,-73.97876658
4795,171095,24,Good,,11375,Queens,29,Forest Hills,QN17,40.72188464,-73.83869847
4796,179158,20,Good,,11210,Brooklyn,45,Midwood,BK43,40.62366347,-73.95586617
4797,163825,4,Good,1or2,10009,Manhattan,2,Lower East Side,MN28,40.72319539,-73.97842859
4798,162982,8,Good,3or4,10452,Bronx,8,Highbridge,BX26,40.83414719,-73.92581292
4826,181341,34,Good,1or2,11415,Queens,29,Kew Gardens,QN60,40.71037129,-73.83080327
4827,185567,19,Fair,,11374,Queens,29,Forest Hills,QN17,40.73539472,-73.85839686
4828,184785,3,Good,1or2,10458,Bronx,15,Bedford Park-Fordham North,BX05,40.85894003,-73.89517336
4831,180005,16,Good,,11225,Brooklyn,40,Prospect Lefferts Gardens-Wingate,BK60,40.65792499,-73.96029138
4832,171206,4,Good,,10025,Manhattan,7,Upper West Side,MN12,40.7994534,-73.96537002
4833,164536,6,Fair,1or2,11105,Queens,22,Steinway,QN72,40.7794151,-73.89927025
4835,190065,18,Good,,11213,Brooklyn,36,Crown Heights North,BK61,40.67324411,-73.94583502
4836,191319,22,Fair,,11415,Queens,29,Kew Gardens,QN60,40.71275163,-73.83160711
5765,209915,16,Good,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.80902096,-73.9631618
5814,204167,19,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.56741669,-74.13436396
5815,196630,12,Poor,,11415,Queens,29,Kew Gardens,QN60,40.7125499,-73.82635986
5816,209415,18,Fair,,10305,Staten Island,50,Grasmere-Arrochar-Ft. Wadsworth,SI14,40.59650454,-74.0796068
5818,176456,25,Good,,11201,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.68716557,-73.99801792
5835,209573,32,Good,,10305,Staten Island,50,Grasmere-Arrochar-Ft. Wadsworth,SI14,40.59474295,-74.07740638
5837,211794,14,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.7853592,-73.97885867
5838,200515,27,Good,1or2,11375,Queens,29,Forest Hills,QN17,40.7163201,-73.85727386
5839,189100,7,Good,,11374,Queens,29,Forest Hills,QN17,40.72926868,-73.85693747
5840,211730,5,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83989895,-73.94308321
5841,166153,17,Good,3or4,11412,Queens,27,St. Albans,QN08,40.6918861,-73.76371888
5843,189083,11,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67219472,-73.97670587
5845,199677,17,Good,,10023,Manhattan,6,Upper West Side,MN12,40.78079725,-73.98142099
5846,177232,4,Good,,10010,Manhattan,2,Gramercy,MN21,40.73670459,-73.97881952
5877,208627,16,Good,,11205,Brooklyn,35,Clinton Hill,BK69,40.69017908,-73.96222726
5878,198335,15,Good,1or2,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.74426449,-73.98042563
5879,186217,23,Fair,,10457,Bronx,15,Mount Hope,BX41,40.85315179,-73.89772876
5881,156151,11,Good,,11226,Brooklyn,40,Flatbush,BK42,40.64154538,-73.9568046
5882,185931,17,Fair,,11375,Queens,29,Forest Hills,QN17,40.73651974,-73.85338398
5883,193419,15,Good,,11372,Queens,25,Jackson Heights,QN28,40.74840097,-73.88684513
5884,189576,11,Fair,1or2,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66748351,-73.97743873
5885,189658,27,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66834088,-73.97715728
5886,209128,4,Fair,,11105,Queens,22,Steinway,QN72,40.77769226,-73.92222828
5887,211318,7,Good,,11102,Queens,22,Steinway,QN72,40.77501352,-73.92260884
5912,209411,33,Good,,11105,Queens,22,Steinway,QN72,40.77903527,-73.91841619
5913,187456,8,Good,,11368,Queens,21,Corona,QN25,40.7411427,-73.86672224
5914,193497,3,Good,1or2,11105,Queens,22,Steinway,QN72,40.77155934,-73.90751883
5949,211728,5,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83974738,-73.94314364
5950,208788,8,Good,1or2,10065,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.76409105,-73.96110418
5952,209905,23,Good,1or2,11203,Brooklyn,41,Rugby-Remsen Village,BK96,40.65036285,-73.92703364
5991,209520,26,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.55878636,-74.11511696
5992,202298,6,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.5760779,-74.1144144
5993,189796,28,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66829459,-73.97585932
5994,214355,15,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66821844,-73.97744069
6001,209127,4,Good,,11105,Queens,22,Steinway,QN72,40.77757052,-73.92237631
6002,173763,14,Good,,10308,Staten Island,51,Great Kills,SI54,40.5494924,-74.14943587
6003,198436,23,Good,,11355,Queens,20,Flushing,QN22,40.75144863,-73.82885917
6004,195921,17,Good,1or2,11217,Brooklyn,35,Fort Greene,BK68,40.68698598,-73.97586884
6005,196289,11,Fair,,11415,Queens,29,Kew Gardens,QN60,40.70390045,-73.82636609
6006,210631,23,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.57098974,-74.09609543
6007,195623,2,Good,1or2,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.84344135,-73.83356242
6008,187440,3,Poor,,11105,Queens,22,Steinway,QN72,40.77861536,-73.92109698
6017,194598,8,Good,,10075,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.77044158,-73.9509853
6019,186793,12,Good,1or2,10458,Bronx,15,Belmont,BX06,40.85525913,-73.8871623
6020,208170,18,Good,,10024,Manhattan,6,Upper West Side,MN12,40.78280009,-73.97334225
6021,209004,31,Good,,11102,Queens,22,Steinway,QN72,40.77277924,-73.9178294
6026,187626,11,Good,,11105,Queens,22,Steinway,QN72,40.77931489,-73.91977488
6028,198486,11,Good,,11354,Queens,20,Flushing,QN22,40.77037983,-73.82869086
6029,211747,2,Good,3or4,10032,Manhattan,7,Washington Heights South,MN36,40.83934258,-73.94162345
6030,209518,29,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.5586684,-74.11492546
6031,173677,10,Good,,11249,Brooklyn,33,Williamsburg,BK72,40.70673491,-73.96415224
6032,173679,11,Good,,11249,Brooklyn,33,Williamsburg,BK72,40.70678703,-73.96421089
6033,212392,10,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83213619,-73.9462435
6034,202332,17,Good,1or2,10470,Bronx,11,Woodlawn-Wakefield,BX62,40.90270526,-73.84860163
6035,209916,13,Good,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.80895471,-73.96324955
6036,205100,4,Good,1or2,11238,Brooklyn,35,Clinton Hill,BK69,40.68184908,-73.96668605
6037,205103,34,Good,,11238,Brooklyn,35,Clinton Hill,BK69,40.68224514,-73.96673
6038,208630,10,Good,1or2,11205,Brooklyn,35,Clinton Hill,BK69,40.69022805,-73.96180444
6039,195208,14,Fair,,10308,Staten Island,51,Great Kills,SI54,40.55717361,-74.1633048
6040,198334,9,Fair,1or2,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.74429703,-73.980503
6041,196111,21,Good,,11204,Brooklyn,44,Bensonhurst East,BK29,40.61334408,-73.9760764
6042,189659,19,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66843835,-73.9770751
6043,189660,26,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66852843,-73.97699915
6044,199837,25,Good,,11357,Queens,19,Whitestone,QN49,40.79072683,-73.80194752
6045,187455,10,Good,,11368,Queens,21,Corona,QN25,40.74110681,-73.86670751
6046,195626,17,Good,1or2,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.84343864,-73.83391009
6047,166145,7,Good,1or2,10314,Staten Island,50,Westerleigh,SI07,40.61893991,-74.13327059
6075,211795,15,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78539151,-73.97883408
6077,189321,20,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67289578,-73.97570986
6079,177230,16,Good,,10010,Manhattan,2,Gramercy,MN21,40.73655558,-73.97892756
6080,212285,11,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83316957,-73.94552778
6081,212292,18,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83295126,-73.94564807
6082,181844,7,Fair,1or2,11207,Brooklyn,42,East New York (Pennsylvania Ave),BK85,40.67086669,-73.89421022
6083,208707,4,Good,1or2,11205,Brooklyn,35,Clinton Hill,BK69,40.69172421,-73.96629369
6085,199717,19,Good,,10023,Manhattan,6,Upper West Side,MN12,40.78153648,-73.98115371
6086,209350,31,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.56246149,-74.1158774
6087,211783,9,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78491406,-73.97919443
6088,202257,11,Good,,10470,Bronx,11,Woodlawn-Wakefield,BX62,40.90593641,-73.85039013
6091,199672,4,Good,,10023,Manhattan,6,Upper West Side,MN12,40.78059816,-73.98147745
6092,212389,5,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83225091,-73.9461597
6093,189225,14,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66844826,-73.9870155
6095,189176,3,Fair,1or2,11205,Brooklyn,35,Clinton Hill,BK69,40.69605977,-73.96811903
6096,209514,31,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.56237124,-74.11687305
6097,204434,15,Good,,11206,Brooklyn,34,Bushwick South,BK78,40.71239458,-73.93849252
6098,197346,2,Good,1or2,11229,Brooklyn,46,Madison,BK44,40.60983247,-73.93974819
6141,166150,16,Good,1or2,11412,Queens,27,St. Albans,QN08,40.69181378,-73.76321572
6143,189714,6,Good,,11217,Brooklyn,39,Park Slope-Gowanus,BK37,40.67558174,-73.97409427
6147,199676,13,Good,,10023,Manhattan,6,Upper West Side,MN12,40.78073285,-73.98143925
6149,183323,5,Good,,11372,Queens,25,Jackson Heights,QN28,40.74960312,-73.89274979
6150,212867,12,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78813979,-73.97852255
6151,209032,14,Good,1or2,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.56206256,-74.10647383
6156,209574,28,Fair,,10305,Staten Island,50,Grasmere-Arrochar-Ft. Wadsworth,SI14,40.59506839,-74.07761198
6157,211325,8,Good,,11102,Queens,22,Steinway,QN72,40.77466505,-73.92238392
6158,211797,16,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78550102,-73.97879035
6160,210759,29,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.7241785,-73.81569592
6162,200514,22,Fair,1or2,11375,Queens,29,Forest Hills,QN17,40.71634423,-73.85733947
6163,200516,29,Good,1or2,11375,Queens,29,Forest Hills,QN17,40.71629597,-73.85720826
6164,211744,3,Good,3or4,10032,Manhattan,7,Washington Heights South,MN36,40.83950076,-73.94192716
6165,209521,24,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.5588212,-74.11517351
6166,173672,9,Good,,11249,Brooklyn,33,Williamsburg,BK72,40.70653476,-73.96392703
6167,212397,12,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83200011,-73.94634291
6168,173074,18,Fair,1or2,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.57155642,-74.12312231
6169,209830,16,Good,1or2,10027,Manhattan,7,Morningside Heights,MN09,40.81031573,-73.96225554
6170,212288,11,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83307652,-73.94555652
6171,212388,8,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83234451,-73.94609132
6172,191363,25,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76132325,-73.76494422
6173,191364,30,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76140531,-73.76496778
