iso2_code,python,javascript,react,typescript,hacktoberfest,java,nodejs,docker,css,html,reactjs,golang,machine-learning,php,nextjs,api,tailwindcss,rust,android,linux,go,kubernetes,python3,vue,blog,deep-learning,cpp,mongodb,dotfiles,website,documentation,ai,cli,html5,game,mysql,postgresql,blockchain,csharp,database
PT,0.07880040726913702,0.07812162537410139,0.0677084940298047,0.05205022986023264,0.05974823362438678,0.0438894202585542,0.04018697355835982,0.0238190737712505,0.009595507698003764,0.014254419795748357,0.008731603467958409,0.0016661010150874702,0.0,0.0,0.0017740890438431396,0.0015889667088334208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008129955879176823,0.0,0.0
RO,0.07466627238932072,0.07874281851977019,0.07289202433254478,0.030119972963839135,0.056797059817505914,0.03548496113551876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,0.06446159500183755,0.03256155825064314,0.03248805586181551,0.008232267548695332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008893789048144064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU,0.04738312329196641,0.029072646877527534,0.031180186632176414,0.026621273502720384,0.009080414310604685,0.01919411100303215,0.014132808853448491,0.020008266259054584,0.012682650476200655,0.01407401864896547,0.007275733185110757,0.014416070747775771,0.008791807852233493,0.012317438599866741,0.005326748830431235,0.013277678606422741,0.002928821096063194,0.007583936378309621,0.012826953705386251,0.009755610901485433,0.010329260775531873,0.00409928062167969,0.013666050260280269,0.008303671002889628,0.0,0.004852864151871132,0.014277112082634087,0.004804763075475934,0.005720465048332674,0.005045268457451926,0.0,0.0019792702175950175,0.006174752992065104,0.0031693264780391864,0.011061466049547672,0.0038302708981361724,0.015066326039784935,0.005912869353913468,0.009869628267755533,0.0078119711108498215
SE,0.08191034667878012,0.06041584935268733,0.06034358159030373,0.053602031756519584,0.057132828147261054,0.03563833082116826,0.03503954078998988,0.03559703495694906,0.004914207842084615,0.00716483244203093,0.0010943404018087589,0.02577894323883463,0.009921331378662426,0.0,0.013875410377650678,0.015207201998719827,0.0,0.03138485680659082,0.0,0.024488447481984678,0.024684602837025872,0.0010530445375895605,0.0,0.0,0.0,0.0,0.0010427205715347607,0.0,0.02469492680308067,0.0,0.0,0.002240300633891516,0.004501249199892631,0.0,0.0011253122999731577,0.0,0.0,0.0,0.0,0.0
SG,0.057309458850142526,0.04509709516931472,0.04291904532636357,0.043553354578872154,0.03489465116812252,0.030798389007344232,0.02401204423351751,0.01584244675241305,0.0,0.000779512575371988,0.004111546721079701,0.023629930225982223,0.022980336413172233,0.0,0.013121795018761798,0.0,0.0051661813818770965,0.016316268121756808,0.01284667293333639,0.00259837525123996,0.014803096651917065,0.008582280609242574,0.001559025150743976,0.015674316589097525,0.018265049560186777,0.016216918479797632,0.0032326845037485385,0.0,0.0,0.0,0.0,0.01344277078509144,0.0007947971356733995,0.0,0.0,0.0,0.0007871548555226938,0.007749272072815646,0.0,0.004180327242436053
TH,0.02629722181390563,0.018594737615757754,0.03178009701602234,0.026062031456710273,0.013773335293252977,0.0,0.003557254152579744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009451712479788328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,0.006490925950457014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005740274650064026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004503907802357928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR,0.04033276210754612,0.0391137953006455,0.03616927807878167,0.02450202435559003,0.0037558425316515814,0.02264982803861117,0.020841166250450186,0.010851970728965897,0.017208011936376263,0.015672430374436525,0.018142025463741673,0.009771522877394894,0.01071345177363628,0.011596015403307833,0.012347975446525748,0.012063022166990537,0.011580184665555876,0.00041555686598884723,0.014184341025752653,0.0017295080994012024,0.006118580141131027,0.0,0.006542052375995852,0.0034906776743063167,0.0,0.001302078180098388,0.002608114044634765,0.010388921649721182,0.0,0.004009134335682878,0.0,0.0037598002160895705,0.0008192406786637275,0.0012268821757765967,0.0032334281858370307,0.0,0.007911411191540053,0.001313951233412355,0.014793824429202962,0.0
TW,0.09164325346962403,0.056601109714947265,0.0653687049090062,0.04886416580779059,0.0,0.004588516003331968,0.03355970012283104,0.028208784537406995,0.0,0.0,0.0,0.028448799220658204,0.007920484547289951,0.0,0.005845063462705954,0.0,0.001425969588727781,0.0,0.0015106806534046788,0.0,0.001440088099507264,0.0,0.0,0.027220488782843187,0.0317666492538367,0.001425969588727781,0.0,0.0,0.0,0.0,0.0,0.006325092829208375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UA,0.04148220512947345,0.04839487547300472,0.06058788613261445,0.041729527860905696,0.015160883436796675,0.025387678381520045,0.028503944797566343,0.022790789701481462,0.04457992234066233,0.04417802290208493,0.013151386243909678,0.0031904632354759726,0.0,0.01723839438082754,0.00890980139984666,0.015457670714515372,0.0041612049563475376,0.0,0.016261469591670172,0.0,0.0,0.0,0.0020713278757450598,0.0,0.0,0.0,0.0,0.004890807014072664,0.0,0.02268567754062276,0.0,0.0006554052382954517,0.0,0.002300101402319887,0.0,0.0,0.011067692231593006,0.0,0.0,0.0
US,0.02810940691179707,0.01761593246495097,0.01569064195470417,0.011629096637091219,0.01544906715172828,0.010003568467980032,0.00897646189984794,0.007819743279890884,0.006353472472330585,0.006148161466833379,0.004703262859308048,0.007044552901848378,0.010427841109964519,0.0030675311882446834,0.004260651490841943,0.0054074423791698545,0.002720612121870627,0.006159605935239201,0.0038661620437448947,0.004843629953731255,0.005939816987782823,0.006342579544570827,0.005489621935433343,0.0022556633572389435,0.0036201749156004924,0.0060228238550154075,0.004292778733475153,0.0028658051969468914,0.004620255992075464,0.004590748567511057,0.004219699597871715,0.004400604929780603,0.00447809639055255,0.0017663089190189415,0.004008183760106293,0.002359077228375884,0.002977905833259335,0.002881937760844254,0.003348816917737161,0.00409987739251438
UZ,0.0,0.007088607594936709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE,0.0,0.02052894396153135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN,0.023450193805359315,0.025192149991595827,0.02667434078163917,0.024784674860312432,0.00313246507174109,0.018866098578421135,0.02343491348793619,0.012219160499360773,0.008124035429962664,0.007064600088625841,0.025018973060800382,0.0022818607351870056,0.0014363498377739634,0.001624807085992533,0.013930556050751027,0.0,0.012259908012489112,0.0,0.003906667821179538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009611319659147053,0.0,0.0005755586229377938,0.0,0.00264858835334206,0.0,0.0,0.0,0.005567128981159368,0.003570500837870739,0.0,0.001059435341336824,0.0
ZA,0.02425493665908261,0.029942979129799725,0.013538945535237774,0.003103845397601191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
